Workload_ID,    App_ID,SubmitTime,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 18, 0, 3.433, 3.433, 3.784, 0.351, 19, 3.784, 11.222, 7.438, 1583, 2, 11.222, 11.232, 0.01, 14,     7.799,
 20, 0, 3.75, 3.75, 3.855, 0.105, 62, 3.855, 11.979, 8.124, 1664, 2, 11.979, 12.045, 0.066, 131,     8.295,
 19, 0, 3.651, 3.651, 3.824, 0.172, 74, 3.824, 11.729, 7.905, 1375, 2, 11.729, 12.102, 0.373, 746,     8.451,
 13, 0, 2.797, 2.797, 4.092, 1.294, 2497, 4.092, 13.235, 9.143, 1051, 2, 13.235, 13.266, 0.031, 63,    10.469,
 22, 0, 4.491, 4.491, 4.537, 0.047, 66, 4.537, 14.263, 9.726, 1416, 2, 14.263, 14.281, 0.018, 35,     9.790,
 21, 0, 4.351, 4.351, 4.362, 0.011, 22, 4.362, 13.764, 9.402, 1250, 2, 13.764, 15.017, 1.253, 2506,    10.665,
 23, 0, 4.692, 4.692, 5, 0.308, 629, 5, 15.28, 10.28, 1527, 2, 15.28, 15.294, 0.014, 28,    10.602,
 26, 0, 4.891, 4.891, 5.048, 0.157, 44, 5.048, 15.785, 10.737, 1351, 2, 15.785, 15.894, 0.109, 218,    11.004,
 27, 0, 4.97, 4.97, 5.062, 0.092, 19, 5.062, 16.035, 10.973, 1470, 2, 16.035, 16.05, 0.015, 31,    11.080,
 93, 0, 15.229, 15.229, 15.432, 0.203, 406, 15.432, 16.438, 1.006, 1667, 2, 16.438, 16.597, 0.159, 318,     1.368,
 24, 0, 4.769, 4.769, 5.372, 0.603, 1172, 5.372, 16.794, 11.421, 1940, 2, 16.794, 16.883, 0.089, 178,    12.113,
 37, 0, 7.165, 7.165, 7.303, 0.138, 274, 7.303, 17.321, 10.018, 1326, 2,TimeOut
 38, 0, 7.38, 7.38, 7.406, 0.026, 68, 7.406, 17.461, 10.055, 1920, 2,TimeOut
 39, 0, 7.478, 7.478, 7.547, 0.069, 138, 7.547, 17.587, 10.04, 1596, 2,TimeOut
 28, 0, 5.676, 5.676, 5.694, 0.018, 56, 5.694, 17.542, 11.848, 1754, 2, 17.542, 17.593, 0.051, 102,    11.917,
 40, 0, 7.683, 7.683, 7.707, 0.024, 44, 7.707, 17.736, 10.029, 1802, 2,TimeOut
 29, 0, 5.755, 5.755, 5.765, 0.01, 12, 5.765, 17.791, 12.026, 1187, 2, 17.791, 17.801, 0.01, 13,    12.046,
 41, 0, 7.856, 7.856, 7.866, 0.01, 10, 7.866, 17.91, 10.044, 1342, 2,TimeOut
 42, 0, 7.92, 7.92, 7.96, 0.04, 52, 7.96, 17.986, 10.026, 1463, 2,TimeOut
 44, 0, 8.152, 8.152, 8.179, 0.027, 59, 8.179, 18.223, 10.043, 1627, 2,TimeOut
 43, 0, 8.073, 8.073, 8.21, 0.137, 274, 8.21, 18.235, 10.026, 1429, 2,TimeOut
 98, 0, 16.427, 16.427, 16.577, 0.15, 317, 16.577, 18.227, 1.65, 1538, 2, 18.227, 18.237, 0.01, 1,     1.810,
 25, 0, 4.808, 4.808, 5.014, 0.206, 1, 5.014, 15.536, 10.522, 2140, 2, 15.536, 18.252, 2.716, 5433,    13.444,
 30, 0, 5.871, 5.871, 5.881, 0.01, 7, 5.881, 18.29, 12.409, 1948, 2, 18.29, 18.302, 0.012, 23,    12.431,
 45, 0, 8.214, 8.214, 8.304, 0.089, 189, 8.304, 18.392, 10.088, 1661, 2,TimeOut
 46, 0, 8.405, 8.405, 8.428, 0.024, 47, 8.428, 18.458, 10.03, 1921, 2,TimeOut
 31, 0, 5.883, 5.883, 5.936, 0.052, 72, 5.936, 18.54, 12.604, 1840, 2, 18.54, 18.704, 0.164, 328,    12.820,
 102, 0, 16.664, 16.664, 16.719, 0.055, 10, 16.719, 18.726, 2.006, 1084, 2, 18.726, 18.78, 0.054, 108,     2.115,
 47, 0, 8.814, 8.814, 8.831, 0.018, 35, 8.831, 18.853, 10.022, 1692, 2,TimeOut
 48, 0, 8.841, 8.841, 8.845, 0.004, 22, 8.845, 18.867, 10.022, 1709, 2,TimeOut
 100, 0, 16.465, 16.465, 16.64, 0.175, 89, 16.64, 18.476, 1.837, 1487, 2, 18.476, 19.303, 0.826, 1653,     2.838,
 50, 0, 9.441, 9.441, 9.451, 0.01, 10, 9.451, 19.477, 10.026, 1313, 2,TimeOut
 52, 0, 9.534, 9.534, 9.556, 0.022, 44, 9.556, 19.571, 10.014, 1846, 2,TimeOut
 51, 0, 9.512, 9.512, 9.568, 0.055, 94, 9.568, 19.584, 10.016, 1699, 2,TimeOut
 53, 0, 9.895, 9.895, 10.082, 0.187, 345, 10.082, 20.208, 10.126, 1629, 2,TimeOut
 55, 0, 10.083, 10.083, 10.108, 0.025, 40, 10.108, 20.208, 10.099, 1665, 2,TimeOut
 56, 0, 10.098, 10.098, 10.142, 0.044, 85, 10.142, 20.208, 10.065, 1504, 2,TimeOut
 57, 0, 10.212, 10.212, 10.223, 0.011, 23, 10.223, 20.243, 10.019, 1633, 2,TimeOut
 58, 0, 10.233, 10.233, 10.281, 0.048, 85, 10.281, 20.332, 10.051, 1595, 2,TimeOut
 59, 0, 10.334, 10.334, 10.344, 0.01, 7, 10.344, 20.365, 10.02, 1181, 2,TimeOut
 60, 0, 10.644, 10.644, 10.7, 0.056, 88, 10.7, 20.716, 10.016, 1667, 2,TimeOut
 33, 0, 6.543, 6.543, 6.601, 0.058, 118, 6.601, 20.573, 13.972, 1866, 2, 20.573, 20.731, 0.158, 316,    14.187,
 121, 0, 19.755, 19.755, 20.031, 0.276, 108, 20.031, 20.763, 0.733, 1679, 2, 20.763, 20.803, 0.04, 80,     1.049,
 106, 0, 17.334, 17.334, 19.027, 1.693, 90, 19.027, 20.792, 1.765, 1773, 2, 20.792, 20.832, 0.04, 61,     3.499,
 34, 0, 6.659, 6.659, 6.81, 0.151, 303, 6.81, 20.822, 14.012, 1484, 2, 20.822, 20.842, 0.02, 38,    14.184,
 32, 0, 6.518, 6.518, 6.528, 0.01, 13, 6.528, 20.323, 13.795, 1570, 2, 20.323, 20.956, 0.633, 1267,    14.438,
 61, 0, 10.99, 10.99, 11, 0.01, 20, 11, 21.022, 10.022, 1367, 2,TimeOut
 63, 0, 11.201, 11.201, 11.209, 0.008, 23, 11.209, 21.232, 10.022, 1208, 2,TimeOut
 62, 0, 11.141, 11.141, 11.303, 0.162, 324, 11.303, 21.318, 10.015, 1802, 2,TimeOut
 36, 0, 7.106, 7.106, 7.118, 0.011, 23, 7.118, 21.335, 14.217, 1144, 2, 21.335, 21.349, 0.014, 35,    14.242,
 65, 0, 11.318, 11.318, 11.328, 0.01, 22, 11.328, 21.356, 10.028, 1637, 2,TimeOut
 64, 0, 11.236, 11.236, 11.335, 0.099, 187, 11.335, 21.356, 10.021, 1799, 2,TimeOut
 66, 0, 11.335, 11.335, 11.508, 0.173, 343, 11.508, 21.531, 10.023, 1366, 2,TimeOut
 109, 0, 17.587, 17.587, 19.351, 1.764, 92, 19.351, 21.547, 2.195, 1228, 2, 21.547, 21.593, 0.047, 93,     4.006,
 35, 0, 7.092, 7.092, 7.152, 0.06, 91, 7.152, 21.597, 14.445, 1916, 2, 21.597, 21.613, 0.015, 39,    14.520,
 67, 0, 11.359, 11.359, 11.678, 0.319, 636, 11.678, 21.703, 10.025, 1146, 2,TimeOut
 68, 0, 11.779, 11.779, 11.792, 0.013, 26, 11.792, 21.817, 10.025, 1730, 2,TimeOut
 111, 0, 17.913, 17.913, 19.421, 1.508, 112, 19.421, 21.797, 2.375, 927, 2, 21.797, 21.938, 0.141, 300,     4.025,
 128, 0, 20.829, 20.829, 20.968, 0.139, 68, 20.968, 22.033, 1.064, 1303, 2, 22.033, 22.097, 0.064, 129,     1.268,
 112, 0, 18.023, 18.023, 19.557, 1.533, 271, 19.557, 22.046, 2.489, 1328, 2, 22.046, 22.154, 0.108, 190,     4.131,
 70, 0, 12.15, 12.15, 12.17, 0.02, 40, 12.17, 22.191, 10.021, 1649, 2,TimeOut
 71, 0, 12.185, 12.185, 12.37, 0.186, 351, 12.37, 22.403, 10.032, 1004, 2,TimeOut
 73, 0, 12.402, 12.402, 12.412, 0.01, 20, 12.412, 22.545, 10.132, 1517, 2,TimeOut
 74, 0, 12.47, 12.47, 12.488, 0.018, 37, 12.488, 22.545, 10.056, 937, 2,TimeOut
 75, 0, 12.548, 12.548, 12.586, 0.038, 76, 12.586, 22.603, 10.016, 1961, 2,TimeOut
 115, 0, 18.392, 18.392, 19.706, 1.314, 165, 19.706, 22.566, 2.859, 1570, 2, 22.566, 22.693, 0.127, 254,     4.300,
 76, 0, 12.773, 12.773, 12.788, 0.015, 30, 12.788, 22.808, 10.02, 1722, 2,TimeOut
 126, 0, 20.752, 20.752, 21.245, 0.492, 988, 21.245, 22.289, 1.045, 1149, 2, 22.289, 22.866, 0.576, 1141,     2.113,
 49, 0, 9.175, 9.175, 9.226, 0.051, 102, 9.226, 22.856, 13.63, 1438, 2, 22.856, 22.866, 0.01, 3,    13.691,
 103, 0, 16.693, 16.693, 18.769, 2.076, 4101, 18.769, 22.598, 3.828, 1468, 2, 22.598, 22.943, 0.345, 691,     6.250,
 77, 0, 12.952, 12.952, 12.952, 0, 1, 12.952, 22.975, 10.023, 1378, 2,TimeOut
 78, 0, 12.981, 12.981, 13.018, 0.038, 76, 13.018, 23.058, 10.04, 1652, 2,TimeOut
 134, 0, 21.703, 21.703, 21.792, 0.089, 36, 21.792, 23.049, 1.258, 1225, 2, 23.049, 23.059, 0.01, 10,     1.356,
 119, 0, 19.084, 19.084, 19.963, 0.879, 88, 19.963, 23.319, 3.356, 2069, 2, 23.319, 23.373, 0.054, 106,     4.289,
 79, 0, 13.113, 13.113, 13.351, 0.238, 476, 13.351, 23.374, 10.023, 1235, 2,TimeOut
 80, 0, 13.175, 13.175, 13.426, 0.251, 151, 13.426, 23.487, 10.06, 1355, 2,TimeOut
 81, 0, 13.388, 13.388, 13.44, 0.053, 18, 13.44, 23.487, 10.046, 2028, 2,TimeOut
 82, 0, 13.531, 13.531, 13.619, 0.088, 192, 13.619, 23.636, 10.017, 1271, 2,TimeOut
 54, 0, 9.969, 9.969, 9.979, 0.01, 12, 9.979, 23.615, 13.636, 1212, 2, 23.615, 23.737, 0.121, 243,    13.768,
 83, 0, 13.636, 13.636, 13.741, 0.106, 218, 13.741, 23.759, 10.017, 1807, 2,TimeOut
 123, 0, 20.034, 20.034, 20.058, 0.024, 11, 20.058, 23.827, 3.769, 1527, 2, 23.827, 23.837, 0.01, 17,     3.803,
 122, 0, 19.991, 19.991, 20.044, 0.053, 8, 20.044, 23.867, 3.823, 1812, 2, 23.867, 23.884, 0.017, 35,     3.893,
 85, 0, 14.136, 14.136, 14.247, 0.111, 205, 14.247, 24.27, 10.023, 1283, 2,TimeOut
 86, 0, 14.148, 14.148, 14.271, 0.124, 39, 14.271, 24.297, 10.026, 2151, 2,TimeOut
 139, 0, 22.943, 22.943, 22.975, 0.032, 33, 22.975, 24.31, 1.335, 1480, 2, 24.31, 24.337, 0.027, 54,     1.394,
 125, 0, 20.704, 20.704, 20.716, 0.012, 25, 20.716, 24.339, 3.622, 1474, 2, 24.339, 24.349, 0.01, 11,     3.645,
 69, 0, 11.948, 11.948, 12.008, 0.06, 120, 12.008, 24.366, 12.357, 1578, 2, 24.366, 24.392, 0.026, 53,    12.444,
 87, 0, 14.572, 14.572, 14.579, 0.008, 7, 14.579, 24.599, 10.02, 1603, 2,TimeOut
 88, 0, 14.606, 14.606, 14.606, 0, 1, 14.606, 24.633, 10.028, 1490, 2,TimeOut
 89, 0, 14.693, 14.693, 14.743, 0.05, 117, 14.743, 24.758, 10.015, 1670, 2,TimeOut
 90, 0, 14.77, 14.77, 14.825, 0.055, 112, 14.825, 24.849, 10.024, 1244, 2,TimeOut
 140, 0, 23.229, 23.229, 23.36, 0.131, 270, 23.36, 24.874, 1.514, 1328, 2, 24.874, 24.884, 0.01, 4,     1.655,
 130, 0, 21.207, 21.207, 21.232, 0.025, 35, 21.232, 25.09, 3.858, 1606, 2, 25.09, 25.1, 0.01, 2,     3.893,
 91, 0, 15.072, 15.072, 15.109, 0.037, 75, 15.109, 25.132, 10.022, 1221, 2,TimeOut
 142, 0, 23.701, 23.701, 23.745, 0.044, 90, 23.745, 24.808, 1.064, 1476, 2, 24.808, 25.134, 0.325, 635,     1.433,
 84, 0, 14.099, 14.099, 14.099, 0, 9, 14.099, 25.124, 11.025, 1787, 2, 25.124, 25.154, 0.03, 46,    11.055,
 92, 0, 15.196, 15.196, 15.229, 0.033, 53, 15.229, 25.324, 10.095, 1185, 2,TimeOut
 146, 0, 24.065, 24.065, 24.283, 0.218, 250, 24.283, 25.373, 1.09, 1484, 2, 25.373, 25.401, 0.027, 55,     1.336,
 145, 0, 24.013, 24.013, 24.158, 0.145, 291, 24.158, 25.565, 1.407, 1454, 2, 25.565, 25.656, 0.09, 181,     1.643,
 144, 0, 23.971, 23.971, 24.441, 0.471, 958, 24.441, 25.815, 1.374, 1611, 2, 25.815, 25.825, 0.01, 12,     1.854,
 133, 0, 21.661, 21.661, 21.758, 0.097, 212, 21.758, 25.838, 4.081, 1244, 2, 25.838, 25.851, 0.013, 26,     4.191,
 96, 0, 16.074, 16.074, 16.121, 0.047, 104, 16.121, 26.159, 10.038, 1957, 2,TimeOut
 149, 0, 25.501, 25.501, 25.544, 0.044, 92, 25.544, 26.265, 0.721, 1593, 2, 26.265, 26.278, 0.013, 26,     0.778,
 94, 0, 15.355, 15.355, 15.78, 0.425, 696, 15.78, 26.32, 10.54, 1097, 2, 26.32, 26.34, 0.02, 40,    10.985,
 135, 0, 22.167, 22.167, 22.177, 0.01, 20, 22.177, 26.34, 4.163, 1049, 2, 26.34, 26.378, 0.038, 76,     4.211,
 95, 0, 15.927, 15.927, 16.049, 0.122, 239, 16.049, 26.57, 10.521, 1131, 2, 26.57, 26.58, 0.01, 8,    10.653,
 99, 0, 16.434, 16.434, 16.591, 0.157, 4, 16.591, 26.612, 10.021, 1311, 2,TimeOut
 101, 0, 16.63, 16.63, 16.707, 0.078, 136, 16.707, 26.724, 10.017, 1155, 2,TimeOut
 137, 0, 22.758, 22.758, 22.768, 0.01, 14, 22.768, 26.853, 4.086, 1430, 2, 26.853, 26.912, 0.058, 117,     4.154,
 154, 0, 26.401, 26.401, 26.479, 0.079, 45, 26.479, 27.219, 0.74, 1605, 2, 27.219, 27.294, 0.075, 150,     0.894,
 150, 0, 26.092, 26.092, 26.159, 0.067, 141, 26.159, 27.085, 0.926, 1419, 2, 27.085, 27.321, 0.236, 472,     1.230,
 153, 0, 26.377, 26.377, 26.457, 0.08, 145, 26.457, 27.335, 0.879, 1830, 2, 27.335, 27.375, 0.04, 79,     0.998,
 131, 0, 21.336, 21.336, 23.394, 2.058, 4079, 23.394, 27.353, 3.959, 1316, 2, 27.353, 27.52, 0.167, 334,     6.184,
 156, 0, 26.933, 26.933, 26.964, 0.031, 33, 26.964, 27.683, 0.719, 1451, 2, 27.683, 27.758, 0.075, 149,     0.824,
 157, 0, 27.216, 27.216, 27.29, 0.074, 159, 27.29, 28.013, 0.724, 1687, 2, 28.013, 28.05, 0.037, 74,     0.834,
 143, 0, 23.852, 23.852, 23.898, 0.046, 100, 23.898, 28.133, 4.236, 1601, 2, 28.133, 28.157, 0.024, 56,     4.306,
 110, 0, 17.615, 17.615, 19.365, 1.751, 16, 19.365, 23.113, 3.748, 2091, 2, 23.113, 28.176, 5.063, 10130,    10.561,
 97, 0, 16.269, 16.269, 16.419, 0.15, 316, 16.419, 26.925, 10.507, 1350, 2, 26.925, 28.608, 1.682, 3365,    12.339,
 104, 0, 16.803, 16.803, 18.883, 2.08, 229, 18.883, 28.589, 9.705, 1137, 2, 28.589, 28.608, 0.019, 38,    11.804,
 105, 0, 17.137, 17.137, 18.982, 1.845, 176, 18.982, 28.848, 9.866, 1275, 2, 28.848, 28.858, 0.01, 1,    11.721,
 147, 0, 24.43, 24.43, 24.812, 0.382, 764, 24.812, 29.131, 4.32, 1086, 2, 29.131, 29.141, 0.01, 14,     4.711,
 107, 0, 17.387, 17.387, 19.052, 1.665, 37, 19.052, 29.097, 10.045, 1835, 2, 29.097, 29.161, 0.064, 104,    11.774,
 148, 0, 25.173, 25.173, 25.187, 0.014, 28, 25.187, 29.381, 4.194, 1407, 2, 29.381, 29.391, 0.01, 8,     4.218,
 162, 0, 29.104, 29.104, 29.117, 0.013, 26, 29.117, 29.842, 0.725, 2197, 2, 29.842, 29.852, 0.01, 9,     0.748,
 164, 0, 29.153, 29.153, 29.163, 0.01, 18, 29.163, 29.888, 0.725, 1247, 2, 29.888, 29.898, 0.01, 19,     0.745,
 120, 0, 19.225, 19.225, 19.977, 0.752, 6, 19.977, 30, 10.023, 1765, 2,TimeOut
 165, 0, 29.257, 29.257, 29.267, 0.01, 26, 29.267, 30.109, 0.842, 1429, 2, 30.109, 30.131, 0.022, 38,     0.874,
 113, 0, 18.162, 18.162, 19.596, 1.434, 63, 19.596, 30.121, 10.525, 1371, 2, 30.121, 30.168, 0.047, 94,    12.006,
 155, 0, 26.614, 26.614, 26.68, 0.067, 115, 26.68, 30.396, 3.715, 1702, 2, 30.396, 30.457, 0.062, 119,     3.844,
 114, 0, 18.286, 18.286, 19.624, 1.338, 42, 19.624, 30.373, 10.749, 1137, 2, 30.373, 30.491, 0.119, 238,    12.206,
 169, 0, 29.716, 29.716, 29.716, 0, 3, 29.716, 30.609, 0.893, 1593, 2, 30.609, 30.639, 0.03, 51,     0.923,
 116, 0, 18.795, 18.795, 19.74, 0.945, 38, 19.74, 30.629, 10.888, 1633, 2, 30.629, 30.639, 0.01, 2,    11.843,
 168, 0, 29.603, 29.603, 29.667, 0.064, 113, 29.667, 30.511, 0.844, 1671, 2, 30.511, 30.719, 0.209, 418,     1.116,
 108, 0, 17.488, 17.488, 19.297, 1.809, 467, 19.297, 29.607, 10.31, 1374, 2, 29.607, 30.81, 1.204, 2408,    13.322,
 159, 0, 27.593, 27.593, 27.619, 0.026, 27, 27.619, 30.904, 3.285, 2121, 2, 30.904, 30.914, 0.01, 14,     3.322,
 118, 0, 19.006, 19.006, 19.919, 0.913, 54, 19.919, 31.138, 11.218, 1448, 2, 31.138, 31.152, 0.014, 28,    12.146,
 161, 0, 28.023, 28.023, 28.038, 0.015, 30, 28.038, 31.163, 3.125, 1962, 2, 31.163, 31.197, 0.034, 67,     3.174,
 117, 0, 18.858, 18.858, 19.874, 1.016, 269, 19.874, 30.884, 11.01, 1470, 2, 30.884, 31.217, 0.332, 639,    12.359,
 172, 0, 30.427, 30.427, 30.506, 0.079, 147, 30.506, 31.233, 0.728, 1280, 2, 31.233, 31.243, 0.01, 18,     0.816,
 124, 0, 20.226, 20.226, 20.365, 0.139, 278, 20.365, 31.387, 11.023, 1022, 2, 31.387, 31.397, 0.01, 10,    11.171,
 163, 0, 29.148, 29.148, 29.163, 0.015, 32, 29.163, 31.67, 2.507, 921, 2, 31.67, 31.7, 0.03, 57,     2.552,
 72, 0, 12.287, 12.287, 20.839, 8.552, 17096, 20.839, 31.902, 11.063, 2102, 2, 31.902, 31.932, 0.03, 44,    19.645,
 175, 0, 30.961, 30.961, 30.978, 0.017, 49, 30.978, 31.7, 0.722, 1433, 2, 31.7, 31.942, 0.242, 465,     0.981,
 167, 0, 29.493, 29.493, 29.504, 0.011, 22, 29.504, 31.922, 2.418, 975, 2, 31.922, 31.942, 0.02, 26,     2.449,
 176, 0, 31.328, 31.328, 31.39, 0.061, 141, 31.39, 32.122, 0.733, 1267, 2, 32.122, 32.134, 0.012, 24,     0.806,
 127, 0, 20.805, 20.805, 20.934, 0.129, 172, 20.934, 32.152, 11.218, 1666, 2, 32.152, 32.237, 0.084, 169,    11.431,
 129, 0, 21.074, 21.074, 21.126, 0.052, 81, 21.126, 32.414, 11.289, 2158, 2, 32.414, 32.428, 0.014, 45,    11.355,
 170, 0, 29.88, 29.88, 29.905, 0.026, 51, 29.905, 32.432, 2.527, 1397, 2, 32.432, 32.442, 0.01, 15,     2.563,
 171, 0, 30.198, 30.198, 30.471, 0.274, 548, 30.471, 32.686, 2.215, 1390, 2, 32.686, 32.705, 0.019, 39,     2.507,
 182, 0, 31.881, 31.881, 31.891, 0.01, 17, 31.891, 32.706, 0.815, 1557, 2, 32.706, 32.716, 0.01, 13,     0.835,
 132, 0, 21.402, 21.402, 21.43, 0.028, 62, 21.43, 32.925, 11.495, 1609, 2, 32.925, 32.963, 0.038, 77,    11.562,
 184, 0, 32.195, 32.195, 32.27, 0.076, 119, 32.27, 32.986, 0.715, 2192, 2, 32.986, 33.004, 0.018, 36,     0.809,
 173, 0, 30.623, 30.623, 30.623, 0, 1, 30.623, 32.936, 2.313, 2120, 2, 32.936, 33.024, 0.088, 147,     2.401,
 174, 0, 30.922, 30.922, 31.026, 0.104, 185, 31.026, 33.194, 2.168, 1063, 2, 33.194, 33.231, 0.036, 73,     2.308,
 185, 0, 32.287, 32.287, 32.334, 0.047, 91, 32.334, 33.063, 0.728, 1586, 2, 33.063, 33.285, 0.222, 444,     0.998,
 178, 0, 31.547, 31.547, 31.571, 0.024, 48, 31.571, 33.708, 2.137, 1591, 2, 33.708, 33.718, 0.01, 1,     2.171,
 190, 0, 33.005, 33.005, 33.015, 0.01, 1, 33.015, 33.73, 0.715, 1503, 2, 33.73, 33.74, 0.01, 3,     0.735,
 194, 0, 33.245, 33.245, 33.26, 0.014, 30, 33.26, 33.99, 0.73, 1239, 2, 33.99, 34.001, 0.011, 22,     0.756,
 188, 0, 32.714, 32.714, 33.238, 0.524, 1037, 33.238, 33.97, 0.732, 1311, 2, 33.97, 34.046, 0.076, 153,     1.332,
 181, 0, 31.816, 31.816, 31.851, 0.035, 58, 31.851, 32.621, 0.77, 1433, 2, 32.621, 34.066, 1.445, 2856,     2.250,
 183, 0, 31.959, 31.959, 31.991, 0.032, 68, 31.991, 34.208, 2.216, 1591, 2, 34.208, 34.222, 0.014, 28,     2.262,
 193, 0, 33.178, 33.178, 33.336, 0.158, 181, 33.336, 34.228, 0.892, 1517, 2, 34.228, 34.228, 0, 3,     1.050,
 136, 0, 22.684, 22.684, 22.705, 0.021, 42, 22.705, 34.194, 11.489, 1634, 2, 34.194, 34.389, 0.195, 390,    11.705,
 138, 0, 22.798, 22.798, 22.808, 0.01, 15, 22.808, 34.443, 11.635, 1313, 2, 34.443, 34.453, 0.01, 18,    11.655,
 196, 0, 33.879, 33.879, 33.904, 0.025, 51, 33.904, 34.622, 0.718, 1274, 2, 34.622, 34.632, 0.01, 13,     0.753,
 189, 0, 32.765, 32.765, 32.884, 0.119, 239, 32.884, 34.716, 1.832, 1398, 2, 34.716, 34.726, 0.01, 12,     1.961,
 197, 0, 33.937, 33.937, 33.953, 0.016, 31, 33.953, 34.674, 0.722, 1975, 2, 34.674, 34.742, 0.068, 136,     0.805,
 141, 0, 23.653, 23.653, 23.791, 0.138, 242, 23.791, 34.944, 11.154, 1293, 2, 34.944, 34.966, 0.022, 31,    11.314,
 192, 0, 33.066, 33.066, 33.245, 0.18, 5, 33.245, 34.976, 1.731, 2021, 2, 34.976, 34.989, 0.013, 26,     1.924,
 200, 0, 34.217, 34.217, 34.228, 0.011, 24, 34.228, 34.956, 0.728, 1517, 2, 34.956, 35, 0.044, 67,     0.783,
 201, 0, 34.236, 34.236, 34.236, 0, 8, 34.236, 34.956, 0.72, 1752, 2, 34.956, 35.078, 0.121, 243,     0.841,
 198, 0, 34.119, 34.119, 34.371, 0.252, 501, 34.371, 35.213, 0.842, 1612, 2, 35.213, 35.259, 0.046, 92,     1.140,
 199, 0, 34.131, 34.131, 34.157, 0.026, 71, 34.157, 35.497, 1.339, 1690, 2, 35.497, 35.507, 0.01, 1,     1.376,
 203, 0, 34.331, 34.331, 34.341, 0.01, 2, 34.341, 35.761, 1.419, 1389, 2, 35.761, 35.955, 0.194, 376,     1.624,
 206, 0, 35.396, 35.396, 35.418, 0.022, 43, 35.418, 36.14, 0.722, 1322, 2, 36.14, 36.179, 0.038, 77,     0.782,
 204, 0, 35.033, 35.033, 35.222, 0.188, 353, 35.222, 35.945, 0.723, 2048, 2, 35.945, 36.291, 0.346, 693,     1.258,
 208, 0, 35.578, 35.578, 35.598, 0.02, 21, 35.598, 36.311, 0.713, 783, 2, 36.311, 36.504, 0.193, 387,     0.926,
 210, 0, 35.668, 35.668, 35.704, 0.035, 74, 35.704, 36.421, 0.717, 1589, 2, 36.421, 36.562, 0.14, 281,     0.893,
 211, 0, 35.704, 35.704, 35.717, 0.013, 38, 35.717, 36.571, 0.854, 1288, 2, 36.571, 36.682, 0.111, 240,     0.978,
